"","observed_scientific_name","valid_scientific_name","rank","vernacular_fr","kingdom","phylum","class","order","family","genus","species","itis_code"
"176","Amblyscirtes vialis","Amblyscirtes vialis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Mastor","Mastor vialis",706586
"177","Pyrgus centaureae","Pyrgus centaureae","species","Hespérie grisâtre","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Pyrgus","Pyrgus centaureae",188605
"178","Polygonia faunus","Polygonia faunus","species","Polygone à taches vertes","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Polygonia","Polygonia faunus",188589
"179","Lycaena dorcas","Lycaena dorcas","species","Cuivre de la potentille","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Lycaena","Epidemia dorcas",188508
"180","Plebejus glandon","Plebejus glandon","species","Azuré des soldanelles","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Plebejus","Plebejus glandon",777932
"181","Erynnis brizo","Erynnis brizo","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Erynnis","Erynnis brizo",706740
"182","Oeneis melissa","Oeneis melissa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Oeneis","Oeneis melissa",188561
"183","Lerema accius","Lerema accius","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Lerema","Lerema accius",706680
"184","Anthocharis midea","Anthocharis midea","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Anthocharis","Anthocharis midea",777759
"185","Polites vibex","Polites vibex","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Polites","Polites vibex",706656
"186","Hermeuptychia sosybius","Hermeuptychia sosybius","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Hermeuptychia","Hermeuptychia hermes",778116
"187","Hemiargus ceraunus","Hemiargus ceraunus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Hemiargus","Hemiargus ceraunus",777901
"188","Phoebis sennae","Phoebis sennae","species","Piéride des jardins","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Phoebis","Phoebis sennae",777750
"189","Adelpha californica","Adelpha californica","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Adelpha californica",777973
"190","Limenitis weidemeyerii","Limenitis weidemeyerii","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis weidemeyerii",777967
"191","Callophrys sheridanii","Callophrys sheridanii","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Callophrys","Thecla sheridanii",777839
"192","Staphylus hayhurstii","Staphylus hayhurstii","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Staphylus","Staphylus mazans",706785
"193","Anaea andria","Anaea andria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Anaea","Anaea andria",778100
"194","Anthanassa texana","Anthanassa texana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Anthanassa","Anthanassa texana",778087
"195","Chlosyne lacinia","Chlosyne lacinia","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Chlosyne","Chlosyne lacinia",778073
"196","Zerene cesonia","Zerene cesonia","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Zerene","Zerene cesonia",777746
"197","Atlides halesus","Atlides halesus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Atlides","Atlides halesus",777807
"198","Echinargus isola","Echinargus isola","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Echinargus","Echinargus isola",777919
"199","Speyeria idalia","Speyeria idalia","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Speyeria","Speyeria idalia",777993
"200","Dryas iulia","Dryas iulia","species","Alcionea","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Dryas","Dryas iulia",777976
"201","Lycaena rubidus","Lycaena rubidus","species","Lycaena rubida","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Lycaena","Lycaena rubidus",777796
"202","Hesperia uncas","Hesperia uncas","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Hesperia","Hesperia uncas",706629
"203","Oeneis alberta","Oeneis alberta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Oeneis","Oeneis alberta",778144
"204","Chlosyne acastus","Chlosyne acastus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Chlosyne","Chlosyne acastus",778076
"205","Colias meadii","Colias meadii","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colias","Colias meadii",777739
"206","Boloria astarte","Boloria astarte","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Boloria","Clossiana astarte",777988
"207","Polites mardon","Polites mardon","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Polites","Polites mardon",706647
"208","Phoebis agarithe","Phoebis agarithe","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Phoebis","Phoebis agarithe",777752
"209","Eurema mexicana","Eurema mexicana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Eurema","Eurema mexicana",777726
"210","Kricogonia lyside","Kricogonia lyside","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Kricogonia","Kricogonia lyside",777722
"211","Ascia monuste","Ascia monuste","species","Piéride du tapier","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Ascia","Ascia monuste",777784
"212","Strymon istapa","Strymon istapa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Callicista","Callicista columella",777871
"213","Brephidium exilis","Brephidium exilis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Brephidium","Brephidium exilis",777886
"214","Calephelis nemesis","Calephelis nemesis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Riodinidae","Calephelis","Calephelis nemesis",777937
"215","Euptoieta hegesia","Euptoieta hegesia","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Euptoieta","Euptoieta hegesia",777982
"216","Anthanassa tulcis","Anthanassa tulcis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Anthanassa","Anthanassa tulcis",778085
"217","Phyciodes graphica","Phyciodes graphica","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Phyciodes","Phyciodes graphica",778089
"218","Phyciodes phaon","Phyciodes phaon","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Phyciodes","Phyciodes phaon",778094
"219","Danaus gilippus","Danaus gilippus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Danaus","Danaus gilippus",777963
"220","Danaus eresimus","Danaus eresimus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Danaus","Danaus eresimus",777964
"221","Junonia genoveva","Junonia genoveva","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Junonia","Junonia lavinia",778051
"222","Mestra amymone","Mestra amymone","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Mestra","Mestra amymone",778011
"223","Myscelia ethusa","Myscelia ethusa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Myscelia","Myscelia ethusa",778014
"224","Urbanus procne","Urbanus procne","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Urbanus","Urbanus procne",706841
"225","Chiomara georgina","Chiomara georgina","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Chiomara","Chiomara asychis",706729
"226","Pyrgus albescens","Pyrgus albescens","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Pyrgus","Pyrgus communis",706774
"227","Heliopetes laviana","Heliopetes laviana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Heliopetes","Heliopetes laviana",706761
"228","Copaeodes minima","Copaeodes minima","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Copaeodes","Copaeodes minima",706672
"229","Lerodea eufala","Lerodea eufala","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Lerodea","Lerodea eufala",117288
"230","Panoquina ocola","Panoquina ocola","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Panoquina","Panoquina ocola",706561
"231","Piruna pirus","Piruna pirus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Piruna","Piruna pirus",706701
"232","Thorybes mexicana","Thorybes mexicana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Thorybes","Thorybes mexicana",777672
"233","Leptotes marina","Leptotes marina","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Leptotes","Leptotes marina",777885
"234","Leptotes cassius","Leptotes cassius","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Leptotes","Leptotes cassius",777884
"235","Poanes taxiles","Poanes taxiles","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Lon","Poanes taxiles",706640
"236","Chlosyne fulvia","Chlosyne fulvia","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Chlosyne","Thessalia leanira",778068
"237","Vanessa annabella","Vanessa annabella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa annabella",778036
"238","Hesperia viridis","Hesperia viridis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Hesperia","Hesperia viridis",706630
"239","Cyllopsis pertepida","Cyllopsis pertepida","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Cyllopsis","Cyllopsis pertepida",778113
"240","Satyrium favonius","Satyrium favonius","species","Satyrium favonius","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Fixsenia","Satyrium favonius",777826
"241","Achalarus lyciades","Achalarus lyciades","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Achalarus","Achalarus lyciades",706794
"242","Hesperia metea","Hesperia metea","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Hesperia","Hesperia metea",706623
"243","Celastrina nigra","Celastrina nigra","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Celastrina","Celastrina nigra",777899
"244","Junonia evarete","Junonia evarete","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Junonia","Junonia evarete",778050
"245","Lethe portlandia","Lethe portlandia","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Lethe","Enodia portlandia",778105
"246","Parnassius eversmanni","Parnassius eversmanni","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Parnassius","Parnassius eversmanni",777685
"247","Erebia callias","Erebia callias","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia","Erebia tyndarus",778139
"248","Gyrocheilus patrobas","Gyrocheilus patrobas","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Gyrocheilus","Gyrocheilus patrobas",778126
"249","Texola elada","Texola elada","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Texola","Texola elada",778082
"250","Speyeria coronis","Speyeria coronis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Speyeria","Speyeria coronis",777996
"251","Colias canadensis","Colias canadensis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colias","Colias canadensis",777741
"252","Apodemia palmerii","Apodemia palmerii","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Riodinidae","Apodemia","Apodemia palmerii",777954
"253","Polygonia","Polygonia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Polygonia","",51247
"254","Erynnis","Erynnis","genus","Erynnis schrank, 1801","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Erynnis","",706420
"255","Euchloe lotta","Euchloe lotta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Euchloe","Euchloe lotta",777766
"256","Euphilotes","Euphilotes","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Euphilotes","",117237
"257","Chlosyne californica","Chlosyne californica","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Chlosyne","Chlosyne californica",778072
"258","Copaeodes aurantiaca","Copaeodes aurantiaca","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Copaeodes","Copaeodes aurantiaca",706671
"259","Polites sonora","Polites sonora","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Polites","Polites sonora",706653
"260","Euphilotes enoptes","Euphilotes enoptes","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Euphilotes","Euphilotes enoptes",117241
"261","Erora quaderna","Erora quaderna","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Erora","Erora quaderna",777883
"262","Asterocampa leilia","Asterocampa leilia","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Asterocampa","Asterocampa leilia",778005
"263","Megisto rubricata","Megisto rubricata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Euptychia","Euptychia rubricata",778121
"264","Emesis zela","Emesis zela","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Riodinidae","Emesis","Emesis zela",777947
"265","Celastrina idella","Celastrina idella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Celastrina","Celastrina idella",777894
"266","Callophrys hesseli","Callophrys hesseli","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Callophrys","Mitoura hesseli",777844
"267","Calephelis muticum","Calephelis muticum","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Emesis","Emesis muticum",777935
"268","Thorybes confusis","Thorybes confusis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Thorybes","Thorybes confusis",706830
"269","Satyrium kingi","Satyrium kingi","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Strymon","Strymon kingi",777821
"270","Euphyes arpa","Euphyes arpa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Euphyes","Euphyes arpa",706605
"271","Oligoria maculata","Oligoria maculata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Oligoria","Oligoria maculata",706556
"272","Calephelis virginiensis","Calephelis virginiensis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Riodinidae","Calephelis","Calephelis virginiensis",777936
"273","Atrytonopsis loammi","Atrytonopsis loammi","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Atrytonopsis","Atrytonopsis loammi",706597
"274","Erynnis zarucco","Erynnis zarucco","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Erynnis","Erynnis zarucco",706754
"275","Asbolis capucinus","Asbolis capucinus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Asbolis","Asbolis capucinus",706588
"276","Abaeis nicippe","Abaeis nicippe","species","Piéride orangée","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Abaeis","Abaeis nicippe",777729
"277","Neonympha areolatus","Neonympha areolatus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Euptychia","Euptychia phocion",778118
"278","Erynnis martialis","Erynnis martialis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Erynnis","Erynnis martialis",706746
"279","Hermeuptychia","Hermeuptychia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Hermeuptychia","",777623
"280","Celastrina neglectamajor","Celastrina neglectamajor","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Celastrina","Celastrina neglectamajor",777898
